t_ms,thr,str,mix_L,mix_R,tgt_L_hz,tgt_R_hz,meas_L_hz,meas_R_hz,duty_L,duty_R,int_L,int_R,freqdet_L_hz,freqdet_R_hz
151695.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151699.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151702.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151705.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151708.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151711.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151714.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151717.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151720.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151723.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151725.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151728.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151731.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151733.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151736.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151739.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151741.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151744.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151746.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151749.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151752.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151754.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151757.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151760.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151762.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151765.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151768.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151770.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151773.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151776.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151778.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151781.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151784.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151786.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151789.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151792.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151795.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151797.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151800.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151802.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
151807.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151810.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151813.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151815.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151818.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151821.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151823.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151826.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151828.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151831.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151834.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151836.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151839.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151842.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151844.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151847.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151849.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151852.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151855.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151857.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151860.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
151862.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,88.2,0.0,0.0,0.0,0.0,0.0,0.0
152026.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152030.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152034.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152037.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152040.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152043.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152047.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152050.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152053.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152056.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152060.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152063.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152066.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152070.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152073.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152076.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152079.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152082.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152086.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152089.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152092.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152095.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152100.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152104.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152107.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152110.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152114.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152117.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152121.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152125.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152128.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152131.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152135.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152138.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152141.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152145.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152148.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152151.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152154.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152158.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152161.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152164.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152167.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152171.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152174.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152177.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152181.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152184.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152187.0,0.8,0.0,0.8,0.8,752.0,752.0,88.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0
152192.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152197.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152200.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152204.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152208.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152211.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152215.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152219.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152222.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152226.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152229.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152233.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152237.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152240.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152245.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
152249.0,0.8,0.0,0.8,0.8,752.0,752.0,306.7,386.1,0.896,0.896,2.9997,2.9997,400.4,517.6
