t_ms,thr,str,mix_L,mix_R,tgt_L_hz,tgt_R_hz,meas_L_hz,meas_R_hz,duty_L,duty_R,int_L,int_R
166097.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166101.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166104.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166107.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166109.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166112.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166114.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166117.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166120.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166122.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166125.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166127.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166130.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166133.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166135.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166138.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166140.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166143.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166146.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166148.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166151.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166154.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166156.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166160.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166162.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166165.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166168.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166170.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166173.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166176.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166178.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166181.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166184.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166186.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166189.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166192.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166194.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166197.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166200.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166202.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166205.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166207.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166210.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166212.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166215.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166218.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166221.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166223.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166226.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166228.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166231.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166234.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166236.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166239.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166241.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166244.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166247.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.8,2065.4,0.0,0.0,0.0,0.0
166250.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166253.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166256.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166258.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166261.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166263.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166265.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166427.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166431.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166434.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166436.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166439.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166441.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166444.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166447.0,0.0,0.0,0.0,0.0,0.0,0.0,678.7,322.3,0.0,0.0,0.0,0.0
166450.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166453.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166456.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166458.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166461.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166464.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166466.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166470.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166472.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166475.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166478.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166480.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166483.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166485.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166488.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166491.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166493.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166496.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166499.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166501.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166504.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166506.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166509.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166512.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166514.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166517.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166520.0,0.0,0.0,0.0,0.0,0.0,0.0,424.8,434.6,0.0,0.0,0.0,0.0
166523.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166527.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166531.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166534.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166537.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166541.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166544.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166547.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166550.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
166553.0,0.08,0.0,0.08,0.08,75.2,75.2,424.8,434.6,0.0,0.0,0.0,0.0
