t_ms,target_hz,meas_hz,duty_pct,curr_a,err_hz,i_term,p_term
0,300.00,0.00,37.0,-0.00,300.00,0.000,0.000
104,325.01,0.00,39.4,0.00,325.01,0.000,0.000
208,350.13,0.00,41.9,0.02,350.13,0.000,0.000
313,375.59,0.00,44.4,0.01,375.59,0.000,0.000
417,400.92,0.00,46.9,0.01,400.92,0.000,0.000
521,426.36,0.00,49.5,-0.00,426.36,0.000,0.000
626,450.00,0.00,51.8,0.01,450.00,0.000,0.000
730,450.00,0.00,51.8,0.01,450.00,0.000,0.000
834,450.00,0.00,51.8,0.00,450.00,0.000,0.000
937,450.00,0.00,51.8,0.00,450.00,0.000,0.000
1041,450.00,0.00,51.8,0.01,450.00,0.000,0.000
1145,450.00,0.00,51.8,0.00,450.00,0.000,0.000
1250,450.00,0.00,51.8,0.00,450.00,0.000,0.000
1354,450.00,0.00,51.8,0.01,450.00,0.000,0.000
1458,450.00,0.00,51.8,0.00,450.00,0.000,0.000
1561,450.00,0.00,51.8,0.00,450.00,0.000,0.000
1666,450.00,0.00,51.8,0.01,450.00,0.000,0.000
1770,450.00,0.00,51.8,0.01,450.00,0.000,0.000
1874,432.73,0.00,50.1,0.00,432.73,0.000,0.000
1977,405.99,0.00,47.4,0.01,405.99,0.000,0.000
2082,378.61,0.00,44.7,0.03,378.61,0.000,0.000
2186,351.37,0.00,42.1,0.00,351.37,0.000,0.000
