duty,dir,sample_idx,adc_raw
75,FWD,0,3464
75,FWD,1,3473
75,FWD,2,3453
75,FWD,3,3456
75,FWD,4,3460
75,FWD,5,3461
75,FWD,6,3460
75,FWD,7,3469
75,FWD,8,3470
75,FWD,9,3467
75,FWD,10,3473
75,FWD,11,3480
75,FWD,12,3477
75,FWD,13,3488
75,FWD,14,3485
75,FWD,15,3492
75,FWD,16,3493
75,FWD,17,3497
75,FWD,18,3508
75,FWD,19,3520
75,FWD,20,3516
75,FWD,21,3516
75,FWD,22,3512
75,FWD,23,3512
75,FWD,24,3505
75,FWD,25,3490
75,FWD,26,3493
75,FWD,27,3503
75,FWD,28,3501
75,FWD,29,3508
75,FWD,30,3507
75,FWD,31,3520
75,FWD,32,3513
75,FWD,33,3520
75,FWD,34,3520
75,FWD,35,3524
75,FWD,36,3525
75,FWD,37,3529
75,FWD,38,3528
75,FWD,39,3533
75,FWD,40,3541
75,FWD,41,3556
75,FWD,42,3557
75,FWD,43,3556
75,FWD,44,3553
75,FWD,45,3552
75,FWD,46,3555
75,FWD,47,3540
75,FWD,48,3529
75,FWD,49,3538
75,FWD,50,3537
75,FWD,51,3540
75,FWD,52,3541
75,FWD,53,3544
75,FWD,54,3545
75,FWD,55,3549
75,FWD,56,3548
75,FWD,57,3556
75,FWD,58,3545
75,FWD,59,3556
75,FWD,60,3560
75,FWD,61,3560
75,FWD,62,3561
75,FWD,63,3564
75,FWD,64,3583
75,FWD,65,3588
75,FWD,66,3577
75,FWD,67,3580
75,FWD,68,3581
75,FWD,69,3576
75,FWD,70,3561
75,FWD,71,3564
75,FWD,72,3565
75,FWD,73,3566
75,FWD,74,3565
75,FWD,75,3569
75,FWD,76,3569
75,FWD,77,3570
75,FWD,78,3576
75,FWD,79,3580
75,FWD,80,3577
75,FWD,81,3580
75,FWD,82,3581
75,FWD,83,3583
75,FWD,84,3581
75,FWD,85,3583
75,FWD,86,3601
75,FWD,87,3601
75,FWD,88,3597
75,FWD,89,3595
75,FWD,90,3589
75,FWD,91,3596
75,FWD,92,3585
75,FWD,93,3583
75,FWD,94,3583
75,FWD,95,3583
75,FWD,96,3583
75,FWD,97,3583
75,FWD,98,3583
75,FWD,99,3583
75,FWD,100,3583
75,FWD,101,3584
75,FWD,102,3584
75,FWD,103,3588
75,FWD,104,3589
75,FWD,105,3593
75,FWD,106,3589
75,FWD,107,3592
75,FWD,108,3584
75,FWD,109,3616
75,FWD,110,3609
75,FWD,111,3612
75,FWD,112,3604
75,FWD,113,3604
75,FWD,114,3599
75,FWD,115,3589
75,FWD,116,3597
75,FWD,117,3592
75,FWD,118,3585
75,FWD,119,3592
75,FWD,120,3585
75,FWD,121,3592
75,FWD,122,3592
75,FWD,123,3593
75,FWD,124,3593
75,FWD,125,3597
75,FWD,126,3595
75,FWD,127,3598
75,FWD,128,3513
75,FWD,129,3596
75,FWD,130,3597
75,FWD,131,3620
75,FWD,132,3621
75,FWD,133,3619
75,FWD,134,3613
75,FWD,135,3616
75,FWD,136,3613
75,FWD,137,3602
75,FWD,138,3592
75,FWD,139,3596
75,FWD,140,3593
75,FWD,141,3596
75,FWD,142,3593
75,FWD,143,3596
75,FWD,144,3592
75,FWD,145,3598
75,FWD,146,3589
75,FWD,147,3597
75,FWD,148,3600
75,FWD,149,3597
75,FWD,150,3597
75,FWD,151,3596
75,FWD,152,3593
75,FWD,153,3616
75,FWD,154,3621
75,FWD,155,3624
75,FWD,156,3609
75,FWD,157,3616
75,FWD,158,3605
75,FWD,159,3608
75,FWD,160,3600
75,FWD,161,3592
75,FWD,162,3587
75,FWD,163,3589
75,FWD,164,3585
75,FWD,165,3596
75,FWD,166,3592
75,FWD,167,3592
75,FWD,168,3585
75,FWD,169,3588
75,FWD,170,3585
75,FWD,171,3592
75,FWD,172,3589
75,FWD,173,3592
75,FWD,174,3584
75,FWD,175,3588
75,FWD,176,3613
75,FWD,177,3616
75,FWD,178,3608
75,FWD,179,3608
75,FWD,180,3597
75,FWD,181,3608
75,FWD,182,3589
75,FWD,183,3584
75,FWD,184,3583
75,FWD,185,3583
75,FWD,186,3583
75,FWD,187,3583
75,FWD,188,3583
75,FWD,189,3583
75,FWD,190,3581
75,FWD,191,3583
75,FWD,192,3581
75,FWD,193,3583
75,FWD,194,3581
75,FWD,195,3583
75,FWD,196,3581
75,FWD,197,3583
75,FWD,198,3583
75,FWD,199,3597
75,FWD,200,3597
75,FWD,201,3592
75,FWD,202,3585
75,FWD,203,3583
75,FWD,204,3583
75,FWD,205,3580
75,FWD,206,3569
75,FWD,207,3576
75,FWD,208,3565
75,FWD,209,3569
75,FWD,210,3572
75,FWD,211,3564
75,FWD,212,3565
75,FWD,213,3572
75,FWD,214,3561
75,FWD,215,3564
75,FWD,216,3560
75,FWD,217,3564
75,FWD,218,3557
75,FWD,219,3560
75,FWD,220,3557
75,FWD,221,3583
75,FWD,222,3583
75,FWD,223,3580
75,FWD,224,3576
75,FWD,225,3568
75,FWD,226,3569
75,FWD,227,3561
75,FWD,228,3545
75,FWD,229,3552
75,FWD,230,3544
75,FWD,231,3548
75,FWD,232,3544
75,FWD,233,3541
75,FWD,234,3541
75,FWD,235,3540
75,FWD,236,3533
75,FWD,237,3540
75,FWD,238,3531
75,FWD,239,3534
75,FWD,240,3531
75,FWD,241,3534
75,FWD,242,3525
75,FWD,243,3532
75,FWD,244,3553
75,FWD,245,3545
75,FWD,246,3541
75,FWD,247,3545
75,FWD,248,3541
75,FWD,249,3540
75,FWD,250,3523
75,FWD,251,3520
75,FWD,252,3517
75,FWD,253,3514
75,FWD,254,3513
75,FWD,255,3513
75,FWD,256,3509
75,FWD,257,3512
75,FWD,258,3503
75,FWD,259,3508
75,FWD,260,3509
75,FWD,261,3502
75,FWD,262,3501
75,FWD,263,3500
75,FWD,264,3497
75,FWD,265,3496
75,FWD,266,3509
75,FWD,267,3524
75,FWD,268,3517
75,FWD,269,3512
75,FWD,270,3512
75,FWD,271,3508
75,FWD,272,3501
75,FWD,273,3488
75,FWD,274,3485
75,FWD,275,3488
75,FWD,276,3477
75,FWD,277,3480
75,FWD,278,3473
75,FWD,279,3477
75,FWD,280,3469
75,FWD,281,3471
75,FWD,282,3469
75,FWD,283,3466
75,FWD,284,3465
75,FWD,285,3472
75,FWD,286,3465
75,FWD,287,3460
75,FWD,288,3455
75,FWD,289,3488
75,FWD,290,3481
75,FWD,291,3480
75,FWD,292,3477
75,FWD,293,3473
75,FWD,294,3465
75,FWD,295,3453
75,FWD,296,3449
75,FWD,297,3449
75,FWD,298,3441
75,FWD,299,3442
75,FWD,300,3433
75,FWD,301,3436
75,FWD,302,3432
75,FWD,303,3434
75,FWD,304,3429
75,FWD,305,3427
75,FWD,306,3425
75,FWD,307,3420
75,FWD,308,3421
75,FWD,309,3420
75,FWD,310,3417
75,FWD,311,3436
75,FWD,312,3441
75,FWD,313,3439
75,FWD,314,3437
75,FWD,315,3437
75,FWD,316,3421
75,FWD,317,3417
75,FWD,318,3404
75,FWD,319,3401
75,FWD,320,3397
75,FWD,321,3400
75,FWD,322,3393
75,FWD,323,3397
75,FWD,324,3401
75,FWD,325,3397
75,FWD,326,3381
75,FWD,327,3385
75,FWD,328,3381
75,FWD,329,3384
75,FWD,330,3379
75,FWD,331,3436
75,FWD,332,3371
75,FWD,333,3374
75,FWD,334,3401
75,FWD,335,3400
75,FWD,336,3395
75,FWD,337,3392
75,FWD,338,3385
75,FWD,339,3381
75,FWD,340,3373
75,FWD,341,3372
75,FWD,342,3365
75,FWD,343,3365
75,FWD,344,3361
75,FWD,345,3360
75,FWD,346,3355
75,FWD,347,3356
75,FWD,348,3357
75,FWD,349,3353
75,FWD,350,3349
75,FWD,351,3352
75,FWD,352,3345
75,FWD,353,3345
75,FWD,354,3341
75,FWD,355,3340
75,FWD,356,3349
75,FWD,357,3372
75,FWD,358,3364
75,FWD,359,3364
75,FWD,360,3357
75,FWD,361,3356
75,FWD,362,3343
75,FWD,363,3341
75,FWD,364,3337
75,FWD,365,3338
75,FWD,366,3331
75,FWD,367,3332
75,FWD,368,3328
75,FWD,369,3328
75,FWD,370,3325
75,FWD,371,3324
75,FWD,372,3321
75,FWD,373,3325
75,FWD,374,3317
75,FWD,375,3322
75,FWD,376,3313
75,FWD,377,3315
75,FWD,378,3309
75,FWD,379,3345
75,FWD,380,3339
75,FWD,381,3336
75,FWD,382,3336
75,FWD,383,3332
75,FWD,384,3315
75,FWD,385,3320
75,FWD,386,3316
75,FWD,387,3313
75,FWD,388,3305
75,FWD,389,3305
75,FWD,390,3304
75,FWD,391,3300
75,FWD,392,3297
75,FWD,393,3300
75,FWD,394,3294
75,FWD,395,3297
75,FWD,396,3291
75,FWD,397,3288
75,FWD,398,3292
75,FWD,399,3286
75,FWD,400,3286
75,FWD,401,3290
75,FWD,402,3314
75,FWD,403,3312
75,FWD,404,3307
75,FWD,405,3310
75,FWD,406,3295
75,FWD,407,3296
75,FWD,408,3288
75,FWD,409,3288
75,FWD,410,3281
75,FWD,411,3282
75,FWD,412,3273
75,FWD,413,3279
75,FWD,414,3273
75,FWD,415,3276
75,FWD,416,3272
75,FWD,417,3272
75,FWD,418,3269
75,FWD,419,3268
75,FWD,420,3265
75,FWD,421,3268
75,FWD,422,3261
75,FWD,423,3269
75,FWD,424,3289
75,FWD,425,3288
75,FWD,426,3285
75,FWD,427,3288
75,FWD,428,3279
75,FWD,429,3278
75,FWD,430,3267
75,FWD,431,3266
75,FWD,432,3257
75,FWD,433,3264
75,FWD,434,3257
75,FWD,435,3261
75,FWD,436,3252
75,FWD,437,3256
75,FWD,438,3249
75,FWD,439,3253
75,FWD,440,3249
75,FWD,441,3252
75,FWD,442,3245
75,FWD,443,3246
75,FWD,444,3241
75,FWD,445,3240
75,FWD,446,3245
75,FWD,447,3275
75,FWD,448,3269
75,FWD,449,3267
75,FWD,450,3265
75,FWD,451,3256
75,FWD,452,3251
75,FWD,453,3244
75,FWD,454,3243
75,FWD,455,3241
75,FWD,456,3233
75,FWD,457,3240
75,FWD,458,3233
75,FWD,459,3237
75,FWD,460,3231
75,FWD,461,3229
75,FWD,462,3229
75,FWD,463,3228
75,FWD,464,3227
75,FWD,465,3232
75,FWD,466,3221
75,FWD,467,3224
75,FWD,468,3217
75,FWD,469,3245
75,FWD,470,3249
