duty,dir,sample_idx,adc_raw
25,FWD,0,14
25,FWD,1,25
25,FWD,2,17
25,FWD,3,16
25,FWD,4,17
25,FWD,5,13
25,FWD,6,18
25,FWD,7,18
25,FWD,8,14
25,FWD,9,22
25,FWD,10,15
25,FWD,11,46
25,FWD,12,10
25,FWD,13,17
25,FWD,14,16
25,FWD,15,36
25,FWD,16,10
25,FWD,17,19
25,FWD,18,15
25,FWD,19,19
25,FWD,20,13
25,FWD,21,15
25,FWD,22,17
25,FWD,23,17
25,FWD,24,19
25,FWD,25,13
25,FWD,26,16
25,FWD,27,10
25,FWD,28,14
25,FWD,29,20
25,FWD,30,17
25,FWD,31,24
25,FWD,32,15
25,FWD,33,18
25,FWD,34,16
25,FWD,35,18
25,FWD,36,14
25,FWD,37,11
25,FWD,38,18
25,FWD,39,18
25,FWD,40,13
25,FWD,41,14
25,FWD,42,18
25,FWD,43,17
25,FWD,44,13
25,FWD,45,13
25,FWD,46,16
25,FWD,47,6
25,FWD,48,14
25,FWD,49,20
25,FWD,50,40
25,FWD,51,14
25,FWD,52,18
25,FWD,53,17
25,FWD,54,0
25,FWD,55,13
25,FWD,56,14
25,FWD,57,22
25,FWD,58,16
25,FWD,59,19
25,FWD,60,17
25,FWD,61,6
25,FWD,62,17
25,FWD,63,16
25,FWD,64,20
25,FWD,65,17
25,FWD,66,18
25,FWD,67,12
25,FWD,68,19
25,FWD,69,20
25,FWD,70,16
25,FWD,71,15
25,FWD,72,19
25,FWD,73,21
25,FWD,74,17
25,FWD,75,17
25,FWD,76,16
25,FWD,77,34
25,FWD,78,20
25,FWD,79,19
25,FWD,80,18
25,FWD,81,22
25,FWD,82,16
25,FWD,83,18
25,FWD,84,17
25,FWD,85,0
25,FWD,86,22
25,FWD,87,10
25,FWD,88,19
25,FWD,89,21
25,FWD,90,20
25,FWD,91,18
25,FWD,92,26
25,FWD,93,18
25,FWD,94,17
25,FWD,95,20
25,FWD,96,19
25,FWD,97,14
25,FWD,98,19
25,FWD,99,20
25,FWD,100,11
25,FWD,101,14
25,FWD,102,18
25,FWD,103,17
25,FWD,104,45
25,FWD,105,11
25,FWD,106,14
25,FWD,107,19
25,FWD,108,34
25,FWD,109,17
25,FWD,110,17
25,FWD,111,19
25,FWD,112,17
25,FWD,113,15
25,FWD,114,17
25,FWD,115,18
25,FWD,116,0
25,FWD,117,12
25,FWD,118,18
25,FWD,119,17
25,FWD,120,13
25,FWD,121,13
25,FWD,122,17
25,FWD,123,17
25,FWD,124,14
25,FWD,125,9
25,FWD,126,17
25,FWD,127,21
25,FWD,128,34
25,FWD,129,20
25,FWD,130,11
25,FWD,131,16
25,FWD,132,17
25,FWD,133,17
25,FWD,134,16
25,FWD,135,34
25,FWD,136,11
25,FWD,137,19
25,FWD,138,14
25,FWD,139,40
25,FWD,140,20
25,FWD,141,19
25,FWD,142,17
25,FWD,143,15
25,FWD,144,18
25,FWD,145,20
25,FWD,146,20
25,FWD,147,0
25,FWD,148,17
25,FWD,149,17
25,FWD,150,15
25,FWD,151,17
25,FWD,152,17
25,FWD,153,18
25,FWD,154,16
25,FWD,155,21
25,FWD,156,16
25,FWD,157,21
25,FWD,158,13
25,FWD,159,20
25,FWD,160,13
25,FWD,161,16
25,FWD,162,18
25,FWD,163,12
25,FWD,164,21
25,FWD,165,17
25,FWD,166,15
25,FWD,167,20
25,FWD,168,13
25,FWD,169,19
25,FWD,170,17
25,FWD,171,22
25,FWD,172,16
25,FWD,173,15
25,FWD,174,18
25,FWD,175,19
25,FWD,176,14
25,FWD,177,12
25,FWD,178,3
25,FWD,179,20
25,FWD,180,18
25,FWD,181,17
25,FWD,182,18
25,FWD,183,21
25,FWD,184,19
25,FWD,185,16
25,FWD,186,16
25,FWD,187,17
25,FWD,188,20
25,FWD,189,19
25,FWD,190,20
25,FWD,191,13
25,FWD,192,16
25,FWD,193,15
25,FWD,194,15
25,FWD,195,22
25,FWD,196,16
25,FWD,197,0
25,FWD,198,15
25,FWD,199,19
25,FWD,200,19
25,FWD,201,16
25,FWD,202,17
25,FWD,203,15
25,FWD,204,18
25,FWD,205,30
25,FWD,206,18
25,FWD,207,10
25,FWD,208,19
25,FWD,209,19
25,FWD,210,19
25,FWD,211,12
25,FWD,212,17
25,FWD,213,19
25,FWD,214,18
25,FWD,215,13
25,FWD,216,14
25,FWD,217,19
25,FWD,218,16
25,FWD,219,16
25,FWD,220,16
25,FWD,221,16
25,FWD,222,12
25,FWD,223,19
25,FWD,224,19
25,FWD,225,18
25,FWD,226,16
25,FWD,227,14
25,FWD,228,20
25,FWD,229,18
25,FWD,230,11
25,FWD,231,17
25,FWD,232,19
25,FWD,233,12
25,FWD,234,16
25,FWD,235,14
25,FWD,236,14
25,FWD,237,21
25,FWD,238,14
25,FWD,239,18
25,FWD,240,12
25,FWD,241,12
25,FWD,242,18
25,FWD,243,18
25,FWD,244,16
25,FWD,245,13
25,FWD,246,17
25,FWD,247,22
25,FWD,248,1
25,FWD,249,18
25,FWD,250,18
25,FWD,251,18
25,FWD,252,10
25,FWD,253,17
25,FWD,254,18
25,FWD,255,18
25,FWD,256,27
25,FWD,257,14
25,FWD,258,19
25,FWD,259,19
25,FWD,260,17
25,FWD,261,16
25,FWD,262,17
25,FWD,263,0
25,FWD,264,17
25,FWD,265,13
25,FWD,266,17
25,FWD,267,41
25,FWD,268,24
25,FWD,269,22
25,FWD,270,13
25,FWD,271,14
25,FWD,272,19
25,FWD,273,18
25,FWD,274,14
25,FWD,275,13
25,FWD,276,16
25,FWD,277,21
25,FWD,278,12
25,FWD,279,18
25,FWD,280,17
25,FWD,281,23
25,FWD,282,17
25,FWD,283,18
25,FWD,284,19
25,FWD,285,19
25,FWD,286,19
25,FWD,287,26
25,FWD,288,18
25,FWD,289,16
25,FWD,290,16
25,FWD,291,19
25,FWD,292,19
25,FWD,293,19
25,FWD,294,16
25,FWD,295,21
25,FWD,296,18
25,FWD,297,18
25,FWD,298,4
25,FWD,299,20
25,FWD,300,19
25,FWD,301,17
25,FWD,302,16
25,FWD,303,16
25,FWD,304,11
25,FWD,305,19
25,FWD,306,19
25,FWD,307,10
25,FWD,308,21
25,FWD,309,18
25,FWD,310,28
25,FWD,311,17
25,FWD,312,14
25,FWD,313,15
25,FWD,314,17
25,FWD,315,18
25,FWD,316,18
25,FWD,317,13
25,FWD,318,18
25,FWD,319,18
25,FWD,320,18
25,FWD,321,13
25,FWD,322,11
25,FWD,323,17
25,FWD,324,18
25,FWD,325,13
25,FWD,326,16
25,FWD,327,20
25,FWD,328,14
25,FWD,329,31
25,FWD,330,18
25,FWD,331,18
25,FWD,332,15
25,FWD,333,27
25,FWD,334,19
25,FWD,335,22
25,FWD,336,19
25,FWD,337,11
25,FWD,338,14
25,FWD,339,19
25,FWD,340,17
25,FWD,341,13
25,FWD,342,14
25,FWD,343,17
25,FWD,344,0
25,FWD,345,13
25,FWD,346,18
25,FWD,347,17
25,FWD,348,0
25,FWD,349,18
25,FWD,350,13
25,FWD,351,19
25,FWD,352,22
25,FWD,353,18
25,FWD,354,16
25,FWD,355,3
25,FWD,356,18
25,FWD,357,15
25,FWD,358,18
25,FWD,359,12
25,FWD,360,17
25,FWD,361,17
25,FWD,362,17
25,FWD,363,12
25,FWD,364,30
25,FWD,365,18
25,FWD,366,12
25,FWD,367,19
25,FWD,368,21
25,FWD,369,12
25,FWD,370,19
25,FWD,371,106
25,FWD,372,18
25,FWD,373,13
25,FWD,374,19
25,FWD,375,36
25,FWD,376,12
25,FWD,377,19
25,FWD,378,0
25,FWD,379,12
25,FWD,380,19
25,FWD,381,17
25,FWD,382,18
25,FWD,383,14
25,FWD,384,25
25,FWD,385,18
25,FWD,386,12
25,FWD,387,18
25,FWD,388,18
25,FWD,389,14
25,FWD,390,26
25,FWD,391,22
25,FWD,392,16
25,FWD,393,14
25,FWD,394,18
25,FWD,395,31
25,FWD,396,10
25,FWD,397,19
25,FWD,398,19
25,FWD,399,21
25,FWD,400,19
25,FWD,401,20
25,FWD,402,18
25,FWD,403,5
25,FWD,404,18
25,FWD,405,18
25,FWD,406,10
25,FWD,407,24
25,FWD,408,19
25,FWD,409,12
25,FWD,410,19
25,FWD,411,18
25,FWD,412,18
25,FWD,413,12
25,FWD,414,9
25,FWD,415,18
25,FWD,416,13
25,FWD,417,23
25,FWD,418,16
25,FWD,419,13
25,FWD,420,19
25,FWD,421,14
25,FWD,422,24
25,FWD,423,12
25,FWD,424,19
25,FWD,425,18
25,FWD,426,17
25,FWD,427,18
25,FWD,428,17
25,FWD,429,10
25,FWD,430,18
25,FWD,431,16
25,FWD,432,20
25,FWD,433,12
25,FWD,434,18
25,FWD,435,16
25,FWD,436,16
25,FWD,437,18
25,FWD,438,18
25,FWD,439,10
25,FWD,440,21
25,FWD,441,16
25,FWD,442,18
25,FWD,443,11
25,FWD,444,18
25,FWD,445,18
25,FWD,446,12
25,FWD,447,18
25,FWD,448,18
25,FWD,449,12
25,FWD,450,19
25,FWD,451,20
25,FWD,452,20
25,FWD,453,3
25,FWD,454,14
25,FWD,455,21
25,FWD,456,13
25,FWD,457,25
25,FWD,458,17
25,FWD,459,12
25,FWD,460,18
25,FWD,461,18
25,FWD,462,19
25,FWD,463,12
25,FWD,464,18
25,FWD,465,18
25,FWD,466,12
25,FWD,467,19
25,FWD,468,27
25,FWD,469,6
25,FWD,470,21
25,FWD,471,19
25,FWD,472,17
25,FWD,473,21
25,FWD,474,19
25,FWD,475,20
25,FWD,476,13
25,FWD,477,18
25,FWD,478,18
25,FWD,479,12
25,FWD,480,10
25,FWD,481,21
25,FWD,482,18
25,FWD,483,10
25,FWD,484,18
25,FWD,485,16
25,FWD,486,12
25,FWD,487,19
25,FWD,488,35
25,FWD,489,14
25,FWD,490,19
25,FWD,491,17
25,FWD,492,17
25,FWD,493,12
25,FWD,494,19
25,FWD,495,14
25,FWD,496,9
25,FWD,497,19
25,FWD,498,17
25,FWD,499,13
25,FWD,500,19
25,FWD,501,19
25,FWD,502,17
25,FWD,503,27
25,FWD,504,17
25,FWD,505,18
25,FWD,506,10
25,FWD,507,19
25,FWD,508,19
25,FWD,509,13
25,FWD,510,19
25,FWD,511,16
25,FWD,512,17
25,FWD,513,12
25,FWD,514,19
25,FWD,515,18
25,FWD,516,10
