timestamp_ms,throttle,rudder,duty_left,duty_right,rpm_left_hz10,rpm_right_hz10,active_blocks_l,active_blocks_r,mean_is_l,mean_is_r,latch_resets,vbat_mv,pi_integral_l,pi_integral_r,pi_meas_ema_l
361088,0,0,0,0,0,0,0,0,3712,3050,0,30000,0,0,0
361128,0,0,0,0,0,0,0,0,3655,3650,0,30000,0,0,0
361168,0,0,0,0,0,0,0,0,3445,3327,0,26086,0,0,0
361208,0,0,0,0,0,0,0,0,3232,3299,0,30000,0,0,0
361248,0,0,0,0,0,0,0,0,3187,3117,0,28845,0,0,0
361289,0,0,0,0,0,0,0,0,3127,3000,0,30000,0,0,0
361328,0,0,0,0,0,0,0,0,1918,1938,0,6348,0,0,0
361368,0,0,0,0,0,0,0,0,171,190,0,6397,0,0,0
361419,0,0,0,0,0,0,0,0,171,31,0,5559,0,0,0
361448,0,0,0,0,0,0,0,0,323,338,0,6763,0,0,0
361488,0,0,0,0,0,0,0,0,404,386,0,6617,0,0,0
361528,0,0,0,0,0,0,0,0,452,471,0,6625,0,0,0
361568,78,0,0,0,0,0,0,0,493,473,0,6902,0,0,0
361608,219,0,218,218,0,0,8,8,471,513,0,7431,-5548,-5548,0
361680,324,0,282,282,1344,684,8,8,1206,1195,0,6088,-5548,-5548,941
361688,564,0,282,282,1344,684,8,8,1206,1195,0,9579,-5548,-5548,941
361764,661,0,423,423,2096,2080,8,8,1339,1568,0,6763,29997,29997,1749
361768,844,0,423,423,2096,2080,8,8,1339,1568,0,30000,29997,29997,1749
361882,909,0,577,577,4246,3574,8,8,2674,2658,0,9237,29997,29997,3497
361882,909,0,577,577,4246,3574,8,8,2674,2658,0,30000,29997,29997,3497
361888,1000,0,577,577,4246,3574,8,8,2674,2658,0,30000,29997,29997,3497
362047,1000,0,794,794,4718,7222,8,8,2920,2755,0,6161,29997,29997,4351
362050,1000,0,794,794,4718,7222,8,8,2920,2755,0,30000,29997,29997,4351
362051,1000,0,794,794,4718,7222,8,8,2920,2755,0,30000,29997,29997,4351
362055,1000,0,794,794,4718,7222,8,8,2920,2755,0,30000,29997,29997,4351
362261,1000,0,1000,1000,7020,7004,8,8,2838,2847,0,5371,29997,29997,6220
362262,1000,0,1000,1000,7020,7004,8,8,2838,2847,0,30000,29997,29997,6220
362263,1000,0,1000,1000,7020,7004,8,8,2838,2847,0,30000,29997,29997,6220
362263,1000,0,1000,1000,7020,7004,8,8,2838,2847,0,30000,29997,29997,6220
362264,1000,0,1000,1000,7020,7004,8,8,2838,2847,0,30000,29997,29997,6220
362469,1000,0,940,940,11743,11714,8,8,2910,2896,0,9384,-9999,-9999,10086
362470,1000,0,940,940,11743,11714,8,8,2910,2896,0,8749,-9999,-9999,10086
362474,1000,0,940,940,11743,11714,8,8,2910,2896,0,8147,-9999,-9999,10086
362476,1000,0,940,940,11743,11714,8,8,2910,2896,0,7821,-9999,-9999,10086
362477,1000,0,940,940,11743,11714,8,8,2910,2896,0,7951,-9999,-9999,10086
362488,1000,0,940,940,11743,11714,8,8,2910,2896,0,8424,-9999,-9999,10086
362683,1000,0,1000,1000,8004,6640,8,8,1494,1447,0,6226,29997,29997,8628
362684,1000,0,1000,1000,8004,6640,8,8,1494,1447,0,6576,29997,29997,8628
362685,1000,0,1000,1000,8004,6640,8,8,1494,1447,0,7203,29997,29997,8628
362685,1000,0,1000,1000,8004,6640,8,8,1494,1447,0,7178,29997,29997,8628
362688,1000,0,1000,1000,8004,6640,8,8,1494,1447,0,7528,29997,29997,8628
362899,1000,0,940,1000,10739,7262,8,8,1142,1141,0,5632,9999,9999,10106
362901,1000,0,940,1000,10739,7262,8,8,1142,1141,0,6429,9999,9999,10106
362901,1000,0,940,1000,10739,7262,8,8,1142,1141,0,6690,9999,9999,10106
362902,1000,0,940,1000,10739,7262,8,8,1142,1141,0,7186,9999,9999,10106
362902,1000,0,940,1000,10739,7262,8,8,1142,1141,0,7260,9999,9999,10106
363111,1000,0,940,940,11122,11111,8,8,1201,1166,0,6275,-9999,-9999,10817
363114,1000,0,940,940,11122,11111,8,8,1201,1166,0,6316,-9999,-9999,10817
363115,1000,0,940,940,11122,11111,8,8,1201,1166,0,6999,-9999,-9999,10817
363119,1000,0,940,940,11122,11111,8,8,1201,1166,0,6910,-9999,-9999,10817
363121,1000,0,940,940,11122,11111,8,8,1201,1166,0,7203,-9999,-9999,10817
363128,1000,0,940,940,11122,11111,8,8,1201,1166,0,7960,-9999,-9999,10817
363329,1000,0,1000,1000,8604,8598,8,8,1149,1099,0,5624,16691,16691,9268
363330,1000,0,1000,1000,8604,8598,8,8,1149,1099,0,6356,16691,16691,9268
363331,1000,0,1000,1000,8604,8598,8,8,1149,1099,0,6609,16691,16691,9268
363331,1000,0,1000,1000,8604,8598,8,8,1149,1099,0,6983,16691,16691,9268
363332,1000,-190,1000,1000,8604,8598,8,8,1149,1099,0,6950,16691,16691,9268
363548,1000,-282,1000,1000,8404,8796,8,8,1223,1126,0,6079,16257,16691,8663
363550,1000,-282,1000,1000,8404,8796,8,8,1223,1126,0,6316,16257,16691,8663
363551,1000,-566,1000,1000,8404,8796,8,8,1223,1126,0,6413,16257,16691,8663
363551,1000,-566,1000,1000,8404,8796,8,8,1223,1126,0,7024,16257,16691,8663
363552,1000,-566,1000,1000,8404,8796,8,8,1223,1126,0,7496,16257,16691,8663
363568,1000,-597,1000,1000,8404,8796,8,8,1223,1126,0,8196,16257,16691,8663
363748,1000,-599,717,1000,7296,7388,8,8,1146,1102,0,5876,-9999,16691,7706
363749,1000,-599,717,1000,7296,7388,8,8,1146,1102,0,5957,-9999,16691,7706
363750,1000,-599,717,1000,7296,7388,8,8,1146,1102,0,6096,-9999,16691,7706
363753,1000,-754,717,1000,7296,7388,8,8,1146,1102,0,5933,-9999,16691,7706
363768,1000,-768,717,1000,7296,7388,8,8,1146,1102,0,6812,-9999,16691,7706
363926,1000,-787,528,1000,6664,6654,8,8,505,481,0,5591,-9999,16691,6977
363927,1000,-787,528,1000,6664,6654,8,8,505,481,0,5974,-9999,16691,6977
363928,1000,-787,528,1000,6664,6654,8,8,505,481,0,6096,-9999,16691,6977
363928,1000,-787,528,1000,6664,6654,8,8,505,481,0,6340,-9999,16691,6977
364080,1000,-771,367,1000,0,7620,8,8,478,464,0,5746,-9999,16691,6279
364080,1000,-771,367,1000,0,7620,8,8,478,464,0,6071,-9999,16691,6279
364084,1000,-771,367,1000,0,7620,8,8,478,464,0,6169,-9999,16691,6279
364088,1000,-200,367,1000,0,7620,8,8,478,464,0,6503,-9999,16691,6279
364230,1000,-95,285,1000,3088,9795,8,8,437,495,0,5127,-9999,16691,4045
364232,1000,-95,285,1000,3088,9795,8,8,437,495,0,5664,-9999,16691,4045
364234,1000,0,285,1000,3088,9795,8,8,437,495,0,5705,3346,3346,4045
364248,1000,0,285,1000,3088,9795,8,8,437,495,0,6698,3346,3346,4045
364408,1000,0,604,1000,6317,7800,8,8,472,471,0,5168,873,873,5635
364409,1000,0,604,1000,6317,7800,8,8,472,471,0,6332,873,873,5635
364413,1000,0,604,1000,6317,7800,8,8,472,471,0,30000,873,873,5635
364415,1000,620,604,1000,6317,7800,8,8,472,471,0,30000,873,873,5635
364630,1000,679,1000,1000,8152,8073,8,8,2714,2803,0,6014,29997,853,7397
364631,1000,679,1000,1000,8152,8073,8,8,2714,2803,0,30000,29997,853,7397
364632,1000,800,1000,1000,8152,8073,8,8,2714,2803,0,30000,29997,853,7397
364632,1000,800,1000,1000,8152,8073,8,8,2714,2803,0,30000,29997,853,7397
364633,1000,800,1000,1000,8152,8073,8,8,2714,2803,0,30000,29997,853,7397
364648,1000,800,1000,1000,8152,8073,8,8,2714,2803,0,30000,29997,853,7397
364831,1000,800,1000,714,8973,8958,8,8,2883,2839,0,5697,31542,-9999,8500
364832,1000,800,1000,714,8973,8958,8,8,2883,2839,0,6657,31542,-9999,8500
364833,1000,800,1000,714,8973,8958,8,8,2883,2839,0,7276,31542,-9999,8500
364834,1000,800,1000,714,8973,8958,8,8,2883,2839,0,8399,31542,-9999,8500
364848,1000,800,1000,714,8973,8958,8,8,2883,2839,0,8489,31542,-9999,8500
365007,1000,800,1000,530,7575,6629,8,8,1737,1665,0,5827,31542,-9999,7852
365008,1000,800,1000,530,7575,6629,8,8,1737,1665,0,6397,31542,-9999,7852
365009,1000,800,1000,530,7575,6629,8,8,1737,1665,0,6820,31542,-9999,7852
365009,1000,800,1000,530,7575,6629,8,8,1737,1665,0,6405,31542,-9999,7852
365170,1000,763,946,365,10545,4093,8,8,1124,1262,0,6079,-3550,-9999,9737
365172,1000,763,946,365,10545,4093,8,8,1124,1262,0,6755,-3550,-9999,9737
365172,1000,0,946,365,10545,4093,8,8,1124,1262,0,6983,-6774,-6774,9737
365173,1000,0,946,365,10545,4093,8,8,1124,1262,0,7650,-6774,-6774,9737
365320,1000,0,1000,279,9142,3338,8,8,1132,1159,0,6055,-4286,-4286,9321
365323,1000,0,1000,279,9142,3338,8,8,1132,1159,0,6348,-4286,-4286,9321
365325,873,0,1000,279,9142,3338,8,8,1132,1159,0,6584,-4286,-4286,9321
365328,851,0,1000,279,9142,3338,8,8,1132,1159,0,7911,-4286,-4286,9321
365510,643,0,1000,705,7648,4093,8,8,1112,1187,0,6429,12911,12911,8150
365511,643,0,1000,705,7648,4093,8,8,1112,1187,0,6747,12911,12911,8150
365512,-510,0,1000,705,7648,4093,8,8,1112,1187,0,6617,12911,12911,8150
365512,-510,0,1000,705,7648,4093,8,8,1112,1187,0,7520,12911,12911,8150
365528,-620,0,1000,705,7648,4093,8,8,1112,1187,0,8245,12911,12911,8150
365687,-683,0,876,739,5079,4086,8,8,1183,1114,0,5778,20300,20300,6000
365687,-683,0,876,739,5079,4086,8,8,1183,1114,0,6185,20300,20300,6000
365688,-997,0,876,739,5079,4086,8,8,1183,1114,0,6617,20300,20300,6000
365692,-997,0,876,739,5079,4086,8,8,1183,1114,0,6731,20300,20300,6000
365853,-997,0,812,656,0,4058,8,8,812,808,0,5803,29997,29997,5400
365854,-997,0,812,656,0,4058,8,8,812,808,0,5941,29997,29997,5400
365855,-997,0,812,656,0,4058,8,8,812,808,0,6136,29997,29997,5400
365855,-997,0,812,656,0,4058,8,8,812,808,0,6421,29997,29997,5400
365990,-997,0,737,580,5070,0,8,8,551,504,0,5949,29997,29997,5169
365990,-997,0,737,580,5070,0,8,8,551,504,0,6193,29997,29997,5169
365991,-997,0,737,580,5070,0,8,8,551,504,0,6389,29997,29997,5169
366008,-997,0,737,580,5070,0,8,8,551,504,0,6584,29997,29997,5169
366117,-997,0,532,375,6047,4516,8,8,462,479,0,5591,-9999,-9999,5784
