timestamp_ms,throttle,rudder,duty_left,duty_right,rpm_left_hz10,rpm_right_hz10,active_blocks_l,active_blocks_r,mean_is_l,mean_is_r,latch_resets,vbat_mv,pi_integral_l,pi_integral_r,pi_meas_ema_l
22020,0,0,0,0,0,0,0,0,451,456,0,30000,0,0,0
22060,0,0,0,0,0,0,0,0,4011,4021,0,30000,0,0,0
22100,0,0,0,0,0,0,0,0,4019,4028,0,30000,0,0,0
22140,0,0,0,0,0,0,0,0,4056,4037,0,30000,0,0,0
22180,0,0,0,0,0,0,0,0,4044,4039,0,30000,0,0,0
22220,0,0,0,0,0,0,0,0,4040,4052,0,30000,0,0,0
22260,0,0,0,0,0,0,0,0,3642,3658,0,6421,0,0,0
22300,0,0,0,0,0,0,0,0,161,146,0,6234,0,0,0
22357,0,0,0,0,0,0,0,0,57,53,0,4989,0,0,0
22380,0,0,0,0,0,0,0,0,57,53,0,6332,0,0,0
22420,0,0,0,0,0,0,0,0,145,151,0,6364,0,0,0
22460,0,0,0,0,0,0,0,0,149,150,0,6250,0,0,0
22500,0,0,0,0,0,0,0,0,147,144,0,6405,0,0,0
22540,0,0,0,0,0,0,0,0,151,158,0,6356,0,0,0
22580,0,0,0,0,0,0,0,0,149,149,0,6470,0,0,0
22620,0,0,0,0,0,0,0,0,133,175,0,6364,0,0,0
22660,0,0,0,0,0,0,0,0,141,145,0,5550,0,0,0
22700,0,0,0,0,0,0,0,0,139,154,0,6348,0,0,0
22740,0,0,0,0,0,0,0,0,154,150,0,6316,0,0,0
22780,73,0,0,0,0,0,0,0,150,155,0,6340,0,0,0
22842,245,0,222,222,0,0,8,8,158,151,0,5380,-5548,-5548,0
22860,457,0,222,222,0,0,8,8,158,151,0,9262,-5548,-5548,0
22920,487,0,270,270,488,683,8,8,2134,2111,0,6552,-5548,-5548,0
22940,688,0,270,270,488,683,8,8,2134,2111,0,8562,-5548,-5548,0
23002,708,0,350,350,2039,1332,8,8,1790,1778,0,6731,-5548,-5548,1427
23020,736,0,350,350,2039,1332,8,8,1790,1778,0,9848,-5548,-5548,1427
23089,752,0,385,385,1660,1533,8,8,2505,2543,0,6690,29997,29997,1590
23100,874,0,385,385,1660,1533,8,8,2505,2543,0,8904,29997,29997,1590
23177,909,0,428,428,0,2180,8,8,1709,1739,0,6535,29997,29997,1431
23180,1000,0,428,428,0,2180,8,8,1709,1739,0,9425,29997,29997,1431
23271,1000,0,462,462,2934,0,8,8,1786,1815,0,6145,29997,29997,2483
23272,1000,0,462,462,2934,0,8,8,1786,1815,0,6991,29997,29997,2483
23369,1000,0,462,462,2560,2336,8,8,1626,1647,0,6267,29997,29997,2537
23371,1000,0,462,462,2560,2336,8,8,1626,1647,0,6739,29997,29997,2537
23380,1000,0,462,462,2560,2336,8,8,1626,1647,0,7691,29997,29997,2537
23464,1000,0,462,462,0,0,8,8,938,940,0,6145,29997,29997,2283
23465,1000,0,462,462,0,0,8,8,938,940,0,6259,29997,29997,2283
23559,1000,0,462,462,0,0,8,8,767,773,0,6079,29997,29997,2055
23560,1000,0,462,462,0,0,8,8,767,773,0,6649,29997,29997,2055
23580,1000,0,462,462,0,0,8,8,767,773,0,7390,29997,29997,2055
23653,1000,0,462,462,0,0,8,8,721,701,0,6340,29997,29997,1849
23660,1000,0,462,462,0,0,8,8,721,701,0,6820,29997,29997,1849
23752,1000,0,462,462,0,2374,8,8,688,688,0,5933,29997,29997,1664
23753,1000,0,462,462,0,2374,8,8,688,688,0,6250,29997,29997,1664
23847,1000,0,462,462,0,0,8,8,683,682,0,6006,29997,29997,1498
23848,1000,0,462,462,0,0,8,8,683,682,0,6193,29997,29997,1498
23860,1000,0,462,462,0,0,8,8,683,682,0,7260,29997,29997,1498
23941,1000,0,462,462,0,0,8,8,664,689,0,5933,29997,29997,1348
23941,1000,0,462,462,0,0,8,8,664,689,0,6421,29997,29997,1348
24039,1000,0,462,462,2476,0,8,8,664,664,0,6193,29997,29997,2138
24041,1000,0,462,462,2476,0,8,8,664,664,0,6527,29997,29997,2138
24060,1000,0,462,462,2476,0,8,8,664,664,0,7015,29997,29997,2138
24137,1000,0,462,462,2181,2159,8,8,648,654,0,6071,29997,29997,2168
24140,1000,0,462,462,2181,2159,8,8,648,654,0,6885,29997,29997,2168
24231,1000,0,462,462,0,0,8,8,671,672,0,6063,29997,29997,1951
24232,1000,0,462,462,0,0,8,8,671,672,0,6381,29997,29997,1951
24326,1000,0,462,462,0,0,8,8,651,677,0,6299,29997,29997,1756
24330,1000,0,462,462,0,0,8,8,651,677,0,6446,29997,29997,1756
24340,1000,0,462,462,0,0,8,8,651,677,0,7341,29997,29997,1756
24425,1000,0,462,462,0,2731,8,8,672,650,0,5941,29997,29997,1580
24426,1000,0,462,462,0,2731,8,8,672,650,0,6316,29997,29997,1580
24519,1000,-102,440,355,0,3722,8,8,664,668,0,6242,29997,10244,1422
24520,1000,-102,440,355,0,3722,8,8,664,668,0,6340,29997,10244,1422
24540,1000,-288,440,355,0,3722,8,8,664,668,0,6739,29997,10244,1422
24606,1000,-292,360,347,2516,3265,8,8,331,340,0,5526,29997,-5284,2188
24620,1000,-405,360,347,2516,3265,8,8,331,340,0,6389,29997,-5284,2188
24696,1000,-439,159,432,0,0,8,8,185,196,0,5673,-19996,13326,1969
24700,1000,-537,159,432,0,0,8,8,185,196,0,6397,-19996,13326,1969
24780,1000,-572,164,462,577,2050,8,8,573,615,0,4663,-13629,29997,995
24781,1000,-572,164,462,577,2050,8,8,573,615,0,5217,-13629,29997,995
24856,1000,-693,150,322,982,4043,8,8,774,782,0,5168,-19996,-9999,986
24860,1000,-762,150,322,982,4043,8,8,774,782,0,6177,-19996,-9999,986
24917,1000,-791,0,364,0,0,0,8,177,154,0,5095,-19996,-9999,887
24940,1000,-798,0,364,0,0,0,8,177,154,0,1522,-19996,-9999,887
24983,1000,-798,0,451,0,0,0,8,211,197,0,5819,0,18729,799
25043,1000,-798,0,455,0,2949,0,8,796,790,0,7162,0,29997,719
25060,1000,-798,0,455,0,2949,0,8,796,790,0,7121,0,29997,719
25104,1000,-798,0,462,0,2388,0,8,627,667,0,6031,0,29997,647
