timestamp_ms,throttle,rudder,duty_left,duty_right,rpm_left_hz10,rpm_right_hz10,active_blocks_l,active_blocks_r,mean_is_l,mean_is_r,latch_resets,vbat_mv,pi_integral_l,pi_integral_r,pi_meas_ema_l
7075,0,0,0,0,0,0,0,0,2408,2413,0,30000,0,0,0
7115,0,0,0,0,0,0,0,0,4070,4066,0,30000,0,0,0
7155,0,0,0,0,0,0,0,0,4046,4048,0,30000,0,0,0
7195,0,0,0,0,0,0,0,0,4048,4051,0,30000,0,0,0
7235,0,0,0,0,0,0,0,0,4047,4039,0,30000,0,0,0
7275,0,0,0,0,0,0,0,0,4037,4038,0,30000,0,0,0
7315,0,0,0,0,0,0,0,0,3652,3651,0,6478,0,0,0
7355,0,0,0,0,0,0,0,0,155,156,0,6478,0,0,0
7409,0,0,0,0,0,0,0,0,62,59,0,5534,0,0,0
7436,0,0,0,0,0,0,0,0,133,148,0,6202,0,0,0
7475,0,0,0,0,0,0,0,0,150,155,0,6291,0,0,0
7515,0,0,0,0,0,0,0,0,149,157,0,6356,0,0,0
7555,0,0,0,0,0,0,0,0,157,151,0,6429,0,0,0
7595,0,0,0,0,0,0,0,0,142,159,0,6429,0,0,0
7635,51,0,0,0,0,0,0,0,148,160,0,5876,0,0,0
7695,180,0,199,199,0,0,8,8,164,144,0,5835,-13119,-13119,0
7715,344,0,199,199,0,0,8,8,164,144,0,8098,-13119,-13119,0
7769,398,0,259,259,765,1056,8,8,1287,1320,0,6527,-5548,-5548,536
7847,663,0,317,317,878,894,8,8,1995,1967,0,7007,-5548,-5548,776
7848,663,0,317,317,878,894,8,8,1995,1967,0,7561,-5548,-5548,776
7931,854,0,401,401,1741,2327,8,8,2081,2129,0,6722,29997,29997,1452
7931,854,0,401,401,1741,2327,8,8,2081,2129,0,7146,29997,29997,1452
7955,1000,0,401,401,1741,2327,8,8,2081,2129,0,9824,29997,29997,1452
8024,1000,0,458,458,2322,2480,8,8,2673,2712,0,7308,29997,29997,2061
8035,1000,0,458,458,2322,2480,8,8,2673,2712,0,10418,29997,29997,2061
8124,1000,0,462,462,2512,2746,8,8,2417,2434,0,6674,29997,29997,2377
8125,1000,0,462,462,2512,2746,8,8,2417,2434,0,7252,29997,29997,2377
8221,1000,0,462,462,2246,0,8,8,1168,1161,0,6120,29997,29997,2285
8222,1000,0,462,462,2246,0,8,8,1168,1161,0,6682,29997,29997,2285
8235,1000,0,462,462,2246,0,8,8,1168,1161,0,7422,29997,29997,2285
8317,1000,0,462,462,0,0,8,8,809,814,0,6372,29997,29997,2056
8317,1000,0,462,462,0,0,8,8,809,814,0,6511,29997,29997,2056
8416,1000,0,462,462,0,0,8,8,726,735,0,6478,29997,29997,1851
8418,1000,0,462,462,0,0,8,8,726,735,0,6446,29997,29997,1851
8435,1000,0,462,462,0,0,8,8,726,735,0,7308,29997,29997,1851
8512,1000,0,462,462,0,0,8,8,706,712,0,6495,29997,29997,1666
8515,1000,0,462,462,0,0,8,8,706,712,0,7032,29997,29997,1666
8606,1000,0,462,462,0,0,8,8,681,702,0,6234,29997,29997,1499
8607,1000,0,462,462,0,0,8,8,681,702,0,6454,29997,29997,1499
8699,1000,0,462,462,0,0,8,8,683,680,0,6169,29997,29997,1349
8700,1000,0,462,462,0,0,8,8,683,680,0,6722,29997,29997,1349
8715,1000,0,462,462,0,0,8,8,683,680,0,7154,29997,29997,1349
8797,1000,0,462,462,3486,0,8,8,659,671,0,6324,29997,29997,2845
8798,1000,0,462,462,3486,0,8,8,659,671,0,6568,29997,29997,2845
8888,1000,35,462,452,0,0,8,8,665,671,0,6413,29997,29997,2560
8889,1000,35,462,452,0,0,8,8,665,671,0,6486,29997,29997,2560
8980,1000,428,462,420,0,1771,8,8,620,634,0,6299,29997,29997,2304
8981,1000,428,462,420,0,1771,8,8,620,634,0,6446,29997,29997,2304
8995,1000,708,462,420,0,1771,8,8,620,634,0,6934,29997,29997,2304
9069,1000,743,462,285,2314,1774,8,8,543,523,0,6535,29997,29750,2311
9075,1000,748,462,285,2314,1774,8,8,543,523,0,6853,29997,29750,2311
9152,1000,753,359,150,3734,1795,8,8,438,398,0,5575,11866,-19996,3307
9155,1000,753,359,150,3734,1795,8,8,438,398,0,6202,11866,-19996,3307
9212,1000,753,442,0,0,0,8,0,178,193,0,6185,28135,-19996,2976
9235,1000,753,442,0,0,0,8,0,178,193,0,6470,28135,-19996,2976
9275,1000,753,462,0,2341,0,8,0,409,374,0,6389,29997,0,2532
9331,1000,753,448,0,3135,0,8,0,477,550,0,5412,29997,0,2954
9355,1000,748,448,0,3135,0,8,0,477,550,0,6633,29997,0,2954
9395,1000,748,448,0,2955,0,8,0,368,412,0,5371,29997,0,2955
9454,1000,747,462,0,2537,0,8,0,388,387,0,5550,29997,0,2662
