timestamp_ms,throttle,rudder,duty_left,duty_right,rpm_left_hz10,rpm_right_hz10,active_blocks_l,active_blocks_r,mean_is_l,mean_is_r,latch_resets,vbat_mv,pi_integral_l,pi_integral_r,pi_meas_ema_l
12096,0,0,0,0,0,0,0,0,1876,1881,0,30000,0,0,0
12136,0,0,0,0,0,0,0,0,4041,4048,0,30000,0,0,0
12176,0,0,0,0,0,0,0,0,4023,4030,0,30000,0,0,0
12216,0,0,0,0,0,0,0,0,4055,4059,0,30000,0,0,0
12256,0,0,0,0,0,0,0,0,4047,4043,0,30000,0,0,0
12296,0,0,0,0,0,0,0,0,4053,4051,0,30000,0,0,0
12336,0,0,0,0,0,0,0,0,2837,2826,0,6316,0,0,0
12376,0,0,0,0,0,0,0,0,171,165,0,6511,0,0,0
12436,0,0,0,0,0,0,0,0,78,67,0,5070,0,0,0
12456,0,0,0,0,0,0,0,0,78,67,0,6275,0,0,0
12496,0,0,0,0,0,0,0,0,166,168,0,6446,0,0,0
12566,126,0,213,213,0,0,8,8,155,173,0,5819,-5548,-5548,0
12576,334,0,213,213,0,0,8,8,155,173,0,18109,-5548,-5548,0
12640,444,0,314,314,1081,1284,8,8,1709,1722,0,4639,-5548,-5548,757
12656,811,0,314,314,1081,1284,8,8,1709,1722,0,14007,-5548,-5548,757
12728,874,0,451,451,2885,2328,8,8,3334,3328,0,7308,29997,29997,2246
12736,1000,0,451,451,2885,2328,8,8,3334,3328,0,30000,29997,29997,2246
12869,1000,0,618,618,3222,3027,3,3,4002,4010,0,9001,29997,29997,2929
12870,1000,0,618,618,3222,3027,3,3,4002,4010,0,30000,29997,29997,2929
12871,1000,0,618,618,3222,3027,3,3,4002,4010,0,30000,29997,29997,2929
13062,1000,0,876,876,0,4980,1,1,3998,4016,0,6869,29997,29997,2636
13065,1000,0,876,876,0,4980,1,1,3998,4016,0,30000,29997,29997,2636
13066,1000,0,876,876,0,4980,1,1,3998,4016,0,30000,29997,29997,2636
13066,1000,0,876,876,0,4980,1,1,3998,4016,0,30000,29997,29997,2636
13070,1000,0,876,876,0,4980,1,1,3998,4016,0,30000,29997,29997,2636
13284,1000,0,1000,1000,0,0,1,1,3996,4008,0,23505,29997,29997,2373
13285,1000,0,1000,1000,0,0,1,1,3996,4008,0,27111,29997,29997,2373
13286,1000,0,1000,1000,0,0,1,1,3996,4008,0,30000,29997,29997,2373
13286,1000,0,1000,1000,0,0,1,1,3996,4008,0,30000,29997,29997,2373
13287,1000,0,1000,1000,0,0,1,1,3996,4008,0,30000,29997,29997,2373
13296,1000,0,1000,1000,0,0,1,1,3996,4008,0,26403,29997,29997,2373
13501,1000,0,1000,1000,0,0,8,8,3988,3993,0,6088,29997,29997,2135
13504,1000,0,1000,1000,0,0,8,8,3988,3993,0,6885,29997,29997,2135
13507,1000,0,1000,1000,0,0,8,8,3988,3993,0,7317,29997,29997,2135
13508,1000,0,1000,1000,0,0,8,8,3988,3993,0,7667,29997,29997,2135
13508,1000,0,1000,1000,0,0,8,8,3988,3993,0,8122,29997,29997,2135
13717,1000,0,1000,1000,7415,7990,8,8,1856,1858,0,6250,29997,29997,5831
13718,1000,0,1000,1000,7415,7990,8,8,1856,1858,0,6609,29997,29997,5831
13718,1000,0,1000,1000,7415,7990,8,8,1856,1858,0,7292,29997,29997,5831
13719,1000,0,1000,1000,7415,7990,8,8,1856,1858,0,7634,29997,29997,5831
13719,1000,0,1000,1000,7415,7990,8,8,1856,1858,0,7675,29997,29997,5831
13736,1000,0,1000,1000,7415,7990,8,8,1856,1858,0,8521,29997,29997,5831
13933,1000,0,1000,1000,8214,8116,8,8,1580,1578,0,6381,29997,29997,7499
13934,1000,0,1000,1000,8214,8116,8,8,1580,1578,0,6649,29997,29997,7499
13934,1000,-513,1000,1000,8214,8116,8,8,1580,1578,0,7341,29997,29997,7499
13935,1000,-513,1000,1000,8214,8116,8,8,1580,1578,0,7390,29997,29997,7499
13936,1000,-513,1000,1000,8214,8116,8,8,1580,1578,0,8025,29997,29997,7499
14148,1000,-587,1000,1000,9761,9742,8,8,1604,1605,0,6389,29337,29997,9082
14150,1000,-587,1000,1000,9761,9742,8,8,1604,1605,0,6584,29337,29997,9082
14155,1000,-752,1000,1000,9761,9742,8,8,1604,1605,0,15871,29337,29997,9082
14157,1000,-752,1000,1000,9761,9742,8,8,1604,1605,0,7618,29337,29997,9082
14158,1000,-752,1000,1000,9761,9742,8,8,1604,1605,0,7536,29337,29997,9082
14353,1000,-752,717,1000,8024,7450,8,8,1543,1535,0,6039,-9999,29997,8342
14354,1000,-752,717,1000,8024,7450,8,8,1543,1535,0,6820,-9999,29997,8342
14355,1000,-752,717,1000,8024,7450,8,8,1543,1535,0,6690,-9999,29997,8342
14355,1000,-752,717,1000,8024,7450,8,8,1543,1535,0,6690,-9999,29997,8342
14356,1000,-752,717,1000,8024,7450,8,8,1543,1535,0,6690,-9999,29997,8342
14376,1000,-752,717,1000,8024,7450,8,8,1543,1535,0,7789,-9999,29997,8342
14527,1000,-752,570,1000,3917,7384,8,8,1178,1435,0,6039,-9999,29997,5244
14528,1000,-752,570,1000,3917,7384,8,8,1178,1435,0,6421,-9999,29997,5244
14529,1000,-752,570,1000,3917,7384,8,8,1178,1435,0,6462,-9999,29997,5244
14536,1000,-752,570,1000,3917,7384,8,8,1178,1435,0,7203,-9999,29997,5244
14682,1000,-752,369,1000,4076,8588,8,8,983,1033,0,5673,-9999,29997,4426
14683,1000,-752,369,1000,4076,8588,8,8,983,1033,0,6079,-9999,29997,4426
14684,1000,-752,369,1000,4076,8588,8,8,983,1033,0,6609,-9999,29997,4426
14696,1000,-748,369,1000,4076,8588,8,8,983,1033,0,7219,-9999,29997,4426
14827,1000,-745,222,940,1523,11886,8,8,1083,907,0,6250,-9999,-9999,2394
14828,1000,-745,222,940,1523,11886,8,8,1083,907,0,6218,-9999,-9999,2394
14829,1000,-453,222,940,1523,11886,8,8,1083,907,0,6519,-9999,-9999,2394
14968,1000,-327,309,940,1154,11715,8,8,865,877,0,6031,18660,-9999,1526
