timestamp_ms,throttle,rudder,duty_left,duty_right,rpm_left_hz10,rpm_right_hz10,active_blocks_l,active_blocks_r,mean_is_l,mean_is_r,latch_resets,vbat_mv,pi_integral_l,pi_integral_r,pi_meas_ema_l
16998,-997,800,0,0,0,0,0,0,3922,3577,0,28674,0,0,0
17056,-997,800,-240,-177,-918,-1392,8,8,2502,2538,0,14113,-28747,2256,642
17078,-997,800,-240,-177,-918,-1392,8,8,2502,2538,0,30000,-28747,2256,642
17128,-997,800,-255,-285,-766,-2950,8,8,3290,3331,0,12680,-5548,-1488,729
17216,-997,800,-255,-513,-683,-2939,8,8,2938,2950,0,7398,-5548,29997,697
17216,-997,800,-255,-513,-683,-2939,8,8,2938,2950,0,30000,-5548,29997,697
17238,-997,800,-255,-513,-683,-2939,8,8,2938,2950,0,30000,-5548,29997,697
17321,-997,800,-157,-678,-1452,-6039,8,8,2887,2889,0,21821,-25587,29997,1225
17369,-997,800,-157,-678,-1452,-6039,8,8,2887,2889,0,30000,-25587,29997,1225
17484,-997,800,-150,-916,-1834,-5218,8,8,2147,476,0,15041,-19996,29997,1651
17486,-997,800,-150,-916,-1834,-5218,8,8,2147,476,0,30000,-19996,29997,1651
17486,-997,800,-150,-916,-1834,-5218,8,8,2147,476,0,30000,-19996,29997,1651
17487,-997,800,-150,-916,-1834,-5218,8,8,2147,476,0,30000,-19996,29997,1651
17622,-997,800,-150,-1000,-930,-11156,8,8,2800,2895,0,30000,-19996,29997,1147
17623,-997,800,-150,-1000,-930,-11156,8,8,2800,2895,0,30000,-19996,29997,1147
17623,-997,666,-150,-1000,-930,-11156,8,8,2800,2895,0,30000,-19996,29997,1147
17638,-997,664,-150,-1000,-930,-11156,8,8,2800,2895,0,30000,-19996,29997,1147
17766,-997,664,-199,-940,-1744,-10157,8,8,2378,2315,0,5852,-19996,-9999,1565
17767,-997,664,-199,-940,-1744,-10157,8,8,2378,2315,0,6381,-19996,-9999,1565
17768,-997,664,-199,-940,-1744,-10157,8,8,2378,2315,0,6609,-19996,-9999,1565
17910,-997,758,-271,-940,-1477,-11907,8,8,1276,1162,0,6869,-4270,-9999,1503
17911,-997,758,-271,-940,-1477,-11907,8,8,1276,1162,0,7585,-4270,-9999,1503
17911,-997,758,-271,-940,-1477,-11907,8,8,1276,1162,0,8057,-4270,-9999,1503
17918,-997,800,-271,-940,-1477,-11907,8,8,1276,1162,0,8765,-4270,-9999,1503
18055,-997,800,-227,-940,-571,-10499,8,8,1697,1696,0,6128,18450,-9999,850
18057,-997,800,-227,-940,-571,-10499,8,8,1697,1696,0,6869,18450,-9999,850
18057,-997,0,-227,-940,-571,-10499,8,8,1697,1696,0,6714,4225,4225,850
18078,-997,0,-227,-940,-571,-10499,8,8,1697,1696,0,6690,4225,4225,850
18197,-997,0,-291,-1000,-1169,-6662,8,8,1036,1008,0,6161,-27233,-27233,1073
18198,-997,0,-291,-1000,-1169,-6662,8,8,1036,1008,0,7064,-27233,-27233,1073
18198,-997,0,-291,-1000,-1169,-6662,8,8,1036,1008,0,7732,-27233,-27233,1073
18363,-997,0,-558,-1000,-4061,-6251,8,8,1362,1380,0,5795,-31386,-31386,3165
18369,-997,0,-558,-1000,-4061,-6251,8,8,1362,1380,0,30000,-31386,-31386,3165
18371,-997,0,-558,-1000,-4061,-6251,8,8,1362,1380,0,30000,-31386,-31386,3165
18372,-997,0,-558,-1000,-4061,-6251,8,8,1362,1380,0,30000,-31386,-31386,3165
18567,-997,0,-875,-1000,-5080,-6270,8,8,3019,3100,0,6649,32073,32073,4505
18568,-997,0,-875,-1000,-5080,-6270,8,8,3019,3100,0,30000,32073,32073,4505
18569,-997,0,-875,-1000,-5080,-6270,8,8,3019,3100,0,20291,32073,32073,4505
18569,-997,0,-875,-1000,-5080,-6270,8,8,3019,3100,0,30000,32073,32073,4505
18570,-997,0,-875,-1000,-5080,-6270,8,8,3019,3100,0,30000,32073,32073,4505
18776,-997,0,-1000,-1000,-6440,-8903,8,8,2989,3082,0,14691,31035,31035,5859
