timestamp_ms,throttle,rudder,duty_left,duty_right,rpm_left_hz10,rpm_right_hz10,active_blocks_l,active_blocks_r,mean_is_l,mean_is_r,latch_resets,vbat_mv,pi_integral_l,pi_integral_r,pi_meas_ema_l
5154,0,0,0,0,0,0,0,0,4095,4095,0,30000,0,0,0
5156,0,0,0,0,0,0,0,0,4095,4095,0,30000,0,0,0
5157,0,0,0,0,0,0,0,0,4095,4095,0,30000,0,0,0
5187,0,0,0,0,0,0,0,0,3761,3761,0,30000,0,0,0
5226,0,0,0,0,0,0,0,0,3839,3857,0,30000,0,0,0
5266,0,0,0,0,0,0,0,0,3966,3991,0,30000,0,0,0
5306,0,0,0,0,0,0,0,0,4018,4011,0,30000,0,0,0
5346,2,0,0,0,0,0,0,0,3446,3445,0,6478,0,0,0
5402,2,0,0,0,0,0,0,0,136,135,0,162,0,0,0
5427,2,0,0,0,0,0,0,0,156,143,0,6120,0,0,0
5466,4,0,0,0,0,0,0,0,164,168,0,6372,0,0,0
5533,131,0,354,354,0,0,8,8,159,160,0,4883,-5548,-5548,0
5546,428,0,354,354,0,0,8,8,159,160,0,30000,-5548,-5548,0
5611,536,0,468,468,878,878,1,1,3877,3895,0,17865,-5548,-5548,615
5626,1000,0,468,468,878,878,1,1,3877,3895,0,30000,-5548,-5548,615
5711,1000,0,613,613,2050,2246,1,1,4038,4048,0,13185,29997,29997,1620
5714,1000,0,613,613,2050,2246,1,1,4038,4048,0,30000,29997,29997,1620
5853,1000,0,802,802,3711,3773,1,1,3932,3939,0,10141,29997,29997,3083
5854,1000,0,802,802,3711,3773,1,1,3932,3939,0,30000,29997,29997,3083
5855,1000,0,802,802,3711,3773,1,1,3932,3939,0,30000,29997,29997,3083
5866,1000,0,802,802,3711,3773,1,1,3932,3939,0,30000,29997,29997,3083
6058,1000,0,1000,1000,0,0,1,1,3989,4002,0,30000,29997,29997,2775
6060,1000,0,1000,1000,0,0,1,1,3989,4002,0,30000,29997,29997,2775
6061,1000,0,1000,1000,0,0,1,1,3989,4002,0,30000,29997,29997,2775
6065,1000,0,1000,1000,0,0,1,1,3989,4002,0,30000,29997,29997,2775
6067,1000,0,1000,1000,0,0,1,1,3989,4002,0,30000,29997,29997,2775
6286,1000,0,1000,1000,0,0,1,1,4061,4061,0,9579,-28859,-28859,2497
6287,1000,0,1000,1000,0,0,1,1,4061,4061,0,9718,-28859,-28859,2497
6288,1000,0,1000,1000,0,0,1,1,4061,4061,0,9311,-28859,-28859,2497
6288,1000,0,1000,1000,0,0,1,1,4061,4061,0,9677,-28859,-28859,2497
6289,1000,0,1000,1000,0,0,1,1,4061,4061,0,9197,-28859,-28859,2497
6306,1000,0,1000,1000,0,0,1,1,4061,4061,0,9181,-28859,-28859,2497
6503,1000,0,1000,1000,6954,10163,8,8,2216,2231,0,5770,-28859,-28859,5617
6504,1000,0,1000,1000,6954,10163,8,8,2216,2231,0,6576,-28859,-28859,5617
6505,1000,800,1000,1000,6954,10163,8,8,2216,2231,0,7170,-28859,-28859,5617
6506,1000,800,1000,1000,6954,10163,8,8,2216,2231,0,7577,-28859,-28859,5617
6506,1000,800,1000,1000,6954,10163,8,8,2216,2231,0,8171,-28859,-28859,5617
6718,1000,800,1000,1000,10713,6462,8,8,1611,1631,0,6161,-28859,-29703,9184
6719,1000,800,1000,1000,10713,6462,8,8,1611,1631,0,7219,-28859,-29703,9184
6720,1000,800,1000,1000,10713,6462,8,8,1611,1631,0,7138,-28859,-29703,9184
6720,1000,800,1000,1000,10713,6462,8,8,1611,1631,0,8008,-28859,-29703,9184
6724,814,800,1000,1000,10713,6462,8,8,1611,1631,0,7781,-28859,-29703,9184
6919,633,800,1000,738,7359,7655,8,8,1604,1603,0,10833,-28859,8244,7907
6920,633,800,1000,738,7359,7655,8,8,1604,1603,0,6234,-28859,8244,7907
6920,633,800,1000,738,7359,7655,8,8,1604,1603,0,6991,-28859,8244,7907
6921,0,800,1000,738,7359,7655,8,8,1604,1603,0,6869,-28859,8244,7907
6921,0,800,1000,738,7359,7655,8,8,1604,1603,0,7439,-28859,8244,7907
7108,0,800,1000,925,7764,4480,8,8,1321,1241,0,5933,-29703,29997,7807
7110,0,800,1000,925,7764,4480,8,8,1321,1241,0,30000,-29703,29997,7807
