t_s,cmdL,cmdR,velL,velR,iqL,iqR
25.189966678619385,6.0,-5.794995,5.319445,-5.013889,-0.586885,0.642194
25.230036735534668,6.0,-5.794995,5.291667,-5.013889,-0.862643,0.402387
25.270103693008423,6.0,-5.794995,5.305555,-5.013889,-0.348697,0.505564
25.310181617736816,6.0,-5.794995,5.305555,-4.986111,-0.826658,0.438115
25.35028576850891,6.0,-5.794995,5.291667,-5.0,-0.314077,0.014284
25.390356302261353,6.0,-5.794995,5.305555,-5.013889,-0.406851,0.424898
25.43046498298645,6.0,-5.794995,5.305555,-5.013889,-0.175113,0.67007
25.47068762779236,6.0,-5.794995,5.319445,-5.0,-0.448783,0.53679
25.510796546936035,6.0,-5.794995,5.291667,-5.027778,-1.130898,0.048635
25.55083727836609,6.0,-5.794995,5.319445,-5.027778,-0.260916,0.428853
25.59091329574585,6.0,-5.794995,5.319445,-5.013889,-0.559211,0.24632
25.63098931312561,6.0,-5.794995,5.291667,-5.041667,0.248125,0.08167
25.67105770111084,6.0,-5.794995,5.319445,-5.041667,-0.37637,0.893663
25.71112823486328,6.0,-5.794995,5.305555,-5.027778,-0.388655,0.65063
25.751206398010254,6.0,-5.794995,5.305555,-5.027778,-0.437076,0.737095
25.7913076877594,6.0,-5.794995,5.319445,-5.013889,-0.962272,0.770857
25.83138394355774,6.0,-5.794995,5.305555,-4.986111,0.12863,0.635961
25.871469497680664,6.0,-5.794995,5.319445,-5.0,-0.415846,0.427435
25.911576509475708,5.972161,-5.764102,5.291667,-5.013889,-0.332696,0.233795
25.951679944992065,5.701099,-5.49304,5.305555,-5.013889,-0.431028,0.306046
25.99179458618164,5.217583,-5.009524,5.25,-4.958333,0.004324,0.543903
26.03191328048706,4.030769,-3.822711,5.152778,-4.847222,0.645798,0.430076
26.07203769683838,0.463004,-0.254945,4.902778,-4.625,1.510539,-1.652511
26.112106800079346,-1.060806,1.268865,4.291667,-4.0,2.525737,-2.140671
26.152199029922485,-4.452747,4.660806,3.388889,-3.125,3.30521,-2.976029
26.192307710647583,-5.795487,6.0,2.194444,-1.958333,3.095357,-3.002873
26.232405424118042,-5.795487,6.0,1.027778,-0.625,2.989417,-2.693751
26.272515535354614,-5.795487,6.0,0.138889,0.291667,2.64006,-2.385871
