t_s,cmdL,cmdR,velL,velR,iqL,iqR
0.0001404285430908203,0.104029,-0.0,0.0,0.0,0.010922,0.005341
0.040215492248535156,0.104029,-0.0,0.0,0.0,0.01485,0.005892
0.08028769493103027,0.104029,-0.0,0.0,0.0,0.105304,0.030176
0.12038898468017578,0.104029,-0.0,0.0,0.0,-0.081725,0.05435
0.1604607105255127,0.104029,-0.0,0.0,0.0,0.009381,-0.015419
0.20054054260253906,0.104029,-0.0,0.0,0.0,0.084567,0.008199
0.2406139373779297,0.104029,-0.0,0.0,0.0,-0.037638,0.007953
0.2806868553161621,0.104029,-0.0,0.0,0.0,0.006979,0.054489
0.3207569122314453,0.104029,-0.0,0.0,0.0,0.011686,-0.014703
0.3608672618865967,0.104029,-0.0,0.0,0.0,-0.034149,0.055464
0.40093421936035156,0.104029,-0.0,0.0,0.0,0.009489,-0.014948
0.44100522994995117,0.104029,-0.0,0.0,0.0,0.127217,0.031152
0.4811084270477295,0.104029,-0.0,0.0,0.0,-0.063004,0.006835
0.5213494300842285,0.104029,-0.0,0.0,0.0,-0.06241,0.006162
0.5614526271820068,0.104029,-0.0,0.0,0.0,0.082115,-0.017453
0.601557731628418,0.104029,-0.0,0.0,0.0,-0.083559,0.075677
0.6416800022125244,0.104029,-0.0,0.0,0.0,0.011636,0.052047
0.6817834377288818,0.104029,-0.0,0.0,0.0,0.05733,0.006547
0.7218692302703857,0.104029,-0.0,0.0,0.0,-0.062378,-0.015777
0.761939287185669,0.104029,-0.0,0.0,0.0,-0.018582,-0.016139
0.802008867263794,0.104029,-0.0,0.0,0.0,0.010024,0.006949
0.842078685760498,0.104029,-0.0,0.0,0.0,0.005832,-0.016411
0.8821861743927002,0.104029,-0.0,0.0,0.0,0.008823,0.053835
0.9222936630249023,0.104029,-0.0,0.0,0.0,0.056986,-0.0158
0.9623966217041016,0.104029,-0.0,0.0,0.0,0.056611,0.031012
1.0024993419647217,0.104029,-0.0,0.0,0.0,0.005546,0.031492
1.0426051616668701,0.104029,-0.0,0.0,0.0,-0.085579,0.009186
1.0827090740203857,0.104029,-0.0,0.0,0.0,0.009774,-0.014212
1.1228182315826416,0.104029,-0.0,0.0,0.0,0.004784,-0.037304
1.1628923416137695,0.104029,-0.0,0.0,0.0,-0.06293,-0.037388
1.202965259552002,0.104029,-0.0,0.0,0.0,0.104562,-0.013714
1.2430365085601807,0.104029,-0.0,0.0,0.0,0.00671,0.033121
1.2831089496612549,0.104029,-0.0,0.0,0.0,0.034941,0.009641
1.3231804370880127,0.104029,-0.0,0.0,0.0,0.006112,-0.014046
1.3632488250732422,0.104029,-0.0,0.0,0.0,-0.040269,-0.014734
1.4033203125,0.104029,-0.0,0.0,0.0,0.004939,0.008316
1.4433979988098145,0.104029,-0.0,0.0,0.0,-0.10904,-0.014464
1.4834704399108887,0.104029,-0.0,0.0,0.0,-0.087108,0.033392
1.5235717296600342,0.104029,-0.0,0.0,0.0,0.053977,-0.036545
1.5636720657348633,0.104029,-0.0,0.0,0.0,0.003446,-0.059978
1.603774070739746,0.104029,-0.0,0.0,0.0,0.003317,-0.012884
1.643876314163208,0.104029,-0.0,0.0,0.0,0.003316,-0.013598
1.6839463710784912,0.104029,-0.0,0.0,0.0,0.048295,-0.014657
1.7240171432495117,0.104029,-0.0,0.0,0.0,-0.062659,0.031636
1.7640953063964844,0.104029,-0.0,0.0,0.0,0.172729,0.032195
1.8041679859161377,0.104029,-0.0,0.0,0.0,-0.10823,-0.013681
1.844270944595337,0.104029,-0.0,0.0,0.0,-0.085802,0.009738
1.8843789100646973,0.104029,-0.0,0.0,0.0,-0.062051,0.0096
1.9244515895843506,0.104029,-0.0,0.0,0.0,0.007078,0.032894
1.96455717086792,0.104029,-0.0,0.0,0.0,0.107309,0.033277
