t_ms,thr,str,mix_L,mix_R,tgt_L,tgt_R,meas_L,meas_R,duty_L,duty_R,int_L,int_R,freqdet_L,freqdet_R,spec_L,spec_R,spec_q_L,spec_q_R,spec_peak_L,spec_peak_R,spec_cand_L,spec_cand_R,reason_L,reason_R,zc_blocks_L,zc_blocks_R,zc_cross_L,zc_cross_R,zc_pkpk_L,zc_pkpk_R,zc_std_L,zc_std_R
679243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679303.0,nan,0.12,0.0,0.12,0.12,112.8,112.8,0.0,0.0,0.415,0.415,5.9988,5.9988,29.3,29.3,48.8,48.8,4.19,4.08,827.4,821.6,48.8,48.8,0.0,0.0,2.0,2.0,3.0,3.0,3915.0,3717.0,988.3
682856.0,0.12,0.0,0.12,0.12,112.8,112.8,0.0,0.0,0.415,0.415,5.9988,5.9988,29.3,29.3,48.8,48.8,4.19,4.08,827.4,821.6,48.8,48.8,0.0,0.0,2.0,2.0,3.0,3.0,3915.0,3717.0,988.3,903.8
682861.0,0.12,0.0,0.12,0.12,112.8,112.8,0.0,0.0,0.415,0.415,5.9988,5.9988,29.3,29.3,48.8,48.8,4.19,4.08,827.4,821.6,48.8,48.8,0.0,0.0,2.0,2.0,3.0,3.0,3915.0,3717.0,988.3,903.8
682866.0,0.12,0.0,0.12,0.12,112.8,112.8,0.0,0.0,0.415,0.415,5.9988,5.9988,29.3,29.3,48.8,48.8,4.19,4.08,827.4,821.6,48.8,48.8,0.0,0.0,2.0,2.0,3.0,3.0,3915.0,3717.0,988.3,903.8
682871.0,0.12,0.0,0.12,0.12,112.8,112.8,0.0,0.0,0.415,0.415,5.9988,5.9988,29.3,29.3,48.8,48.8,4.19,4.08,827.4,821.6,48.8,48.8,0.0,0.0,2.0,2.0,3.0,3.0,3915.0,3717.0,988.3,903.8
682936.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682941.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682945.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682950.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682954.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682959.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682964.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682968.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682973.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
682977.0,0.12,0.0,0.12,0.12,112.8,112.8,123.5,95.8,0.177,0.266,5.4435,5.4435,273.4,244.1,176.4,136.8,1.67,1.59,121.8,173.6,176.4,136.8,0.0,0.0,8.0,8.0,28.0,25.0,1443.0,1419.0,342.8,336.3
683042.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683047.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683052.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683057.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683061.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683066.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683071.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683075.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683080.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683084.0,0.12,0.0,0.12,0.12,112.8,112.8,84.9,95.8,0.299,0.266,5.9988,5.9988,136.7,97.7,68.4,48.8,3.93,4.13,197.9,202.7,68.4,48.8,0.0,0.0,6.0,5.0,14.0,10.0,1323.0,1368.0,484.3,490.9
683149.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683156.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683162.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683167.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683173.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683178.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683184.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683189.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683195.0,0.12,0.0,0.12,0.12,112.8,112.8,66.4,69.7,0.354,0.344,5.9988,5.9988,156.2,185.5,58.5,58.5,2.39,2.42,991.3,951.9,58.5,58.5,0.0,0.0,7.0,8.0,16.0,19.0,3875.0,3870.0,1606.6,1637.3
683263.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683269.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683273.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683278.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683283.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683287.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683292.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683297.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683301.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683306.0,0.12,0.0,0.12,0.12,112.8,112.8,60.5,61.6,0.372,0.368,5.9988,5.9988,205.1,214.8,57.9,58.2,2.72,3.05,1085.6,1140.0,57.9,58.2,0.0,0.0,8.0,8.0,21.0,22.0,3916.0,3926.0,1638.6,1645.8
683371.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683377.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683383.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683388.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683393.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683399.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683404.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683410.0,0.12,0.0,0.12,0.12,112.8,112.8,113.4,113.8,0.213,0.212,5.9173,5.9173,185.5,156.2,136.1,136.1,1.71,1.89,571.9,607.7,136.1,136.1,0.0,0.0,8.0,8.0,19.0,16.0,3095.0,3119.0,1339.1,1410.0
683459.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683464.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683469.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683474.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683479.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683483.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683488.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683492.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683497.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,2.8024,2.8024,205.1,224.6,153.9,156.6,2.25,2.01,575.8,568.2,153.9,156.6,0.0,0.0,8.0,8.0,21.0,23.0,4061.0,3963.0,1122.7,1081.7
683506.0,0.12,0.0,0.12,0.12,112.8,112.8,141.7,143.8,0.15,0.15,5.9988,5.585,205.1,224.6,153.9,156.6,2.25,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683585.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683591.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683597.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683602.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683607.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683613.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683618.0,0.12,0.0,0.12,0.12,112.8,112.8,81.3,86.0,0.31,0.293,5.7919,5.7919,117.2,156.2,55.4,61.3,3.49,2.81,480.5,193.6,55.4,61.3,0.0,0.0,8.0,8.0,12.0,16.0,2069.0,1052.0,497.5,301.0
683689.0,0.12,0.0,0.12,0.12,112.8,112.8,61.1,136.9,0.37,0.15,4.6407,4.6407,214.8,156.2,52.4,158.7,2.67,1.45,894.7,350.6,52.4,158.7,0.0,0.0,8.0,8.0,22.0,16.0,4063.0,3996.0,1028.9,1115.2
683695.0,0.12,0.0,0.12,0.12,112.8,112.8,61.1,136.9,0.37,0.15,4.6407,4.6407,214.8,156.2,52.4,158.7,2.67,1.45,894.7,350.6,52.4,158.7,0.0,0.0,8.0,8.0,22.0,16.0,4063.0,3996.0,1028.9,1115.2
683701.0,0.12,0.0,0.12,0.12,112.8,112.8,61.1,136.9,0.37,0.15,4.6407,4.6407,214.8,156.2,52.4,158.7,2.67,1.45,894.7,350.6,52.4,158.7,0.0,0.0,8.0,8.0,22.0,16.0,4063.0,3996.0,1028.9,1115.2
683706.0,0.12,0.0,0.12,0.12,112.8,112.8,61.1,136.9,0.37,0.15,4.6407,4.6407,214.8,156.2,52.4,158.7,2.67,1.45,894.7,350.6,52.4,158.7,0.0,0.0,8.0,8.0,22.0,16.0,4063.0,3996.0,1028.9,1115.2
683711.0,0.12,0.0,0.12,0.12,112.8,112.8,61.1,136.9,0.37,0.15,4.6407,4.6407,214.8,156.2,52.4,158.7,2.67,1.45,894.7,350.6,52.4,158.7,0.0,0.0,8.0,8.0,22.0,16.0,4063.0,3996.0,1028.9,1115.2
